title,originalTitle,imdbID,runtime,originalLanguage,originCountry,plot,releaseDate,homepage,budget,revenue,tmdbRating,tmdbVotes,popularity,director,actors,awards,imdbVotes,imdbRating,metacriticRating,rottenTomatoesRating,mpaFilmRating,genre
Finally Dawn,Finalmente l'alba,tt21824548,119,it,['IT'],A young Roman woman during the 1950s is on the verge of becoming engaged to a man. She goes to Cinecittà to do an audition as an extra and is thrust into this almost infinite night during which she discovers herself.,2024-02-14,,30564825.0,,5.9,63,0.7351,Saverio Costanzo,"Lily James, Rebecca Antonaci, Joe Keery",5 wins & 2 nominations,580.0,5.8,,4.2,,"['Drama', 'History']"
Fancy Dance,Fancy Dance,tt21813994,91,en,['US'],"Following her sister's disappearance, Jax and her niece Roki must stick together. Desperate to keep what's left of their family intact, Jax and Roki defy the law and hit the road on a journey to the Grand Nation Powwow in Oklahoma City.",2024-06-21,https://tv.apple.com/movie/umc.cmc.37d0bk971uulosq5inlm3ikb1,,,6.8,49,0.9245,Erica Tremblay,"Michael Rowe, Blayne Allen, Isabel Deroy-Olson",12 wins & 4 nominations,3384.0,6.6,8.4,9.6,R,['Drama']
My Name Is Loh Kiwan,로기완,tt26672512,134,ko,['KR'],"After defecting from North Korea, Loh Kiwan struggles to obtain refugee status in Belgium, where he encounters a dejected woman who has lost all hope.",2024-02-19,https://www.netflix.com/title/81616524,,,7.4,130,2.8026,Kim Hee Jin,"Song Joong-ki, Kaan Abdullah, June Angela",1 win total,4294.0,6.7,,5.7,TV-MA,"['Drama', 'Romance']"
Battlefield,Campo di battaglia,tt31322960,104,it,['IT'],"These are the years of the First World War and Dr. Stefano Zorzi spends his days in the Exemption Clinic in a large city of Northern Italy, where he not only takes care of soldiers who arrive from the massacre of the front, but also he fights simulation and self-harm of those who hope to be dispensed, by sending them before the Military Court. If Stefano, in fact, does his utmost to heal soldiers and send them back to fight, Dr. Giulio Farradio makes them ill, or helps them to self-injure seriously enough to be exonerated.  The two doctors, who went to university together and were great friends, they not only (secretly) challenge each other on a professional level, but also on the sentimental one: they are both linked to Anna, a courageous nurse with a strong character. But when the great ‘Spanish’ fever epidemic arrived in 1918, the time for love, politics and science ends up getting confused dangerously...",2024-09-05,,12000000.0,,6.494,84,0.598,Gianni Amelio,"Alessandro Borghi, Gabriel Montesi, Federica Rosellini",1 win & 1 nomination,310.0,,,,,"['Drama', 'History', 'War']"
I Am: Celine Dion,I Am: Celine Dion,tt28620587,103,en,['US'],"A raw and honest behind-the-scenes look at the iconic superstar's struggle with a life-altering illness. Serving as a love letter to her fans, this inspirational documentary highlights the music that has guided her life while also showcasing the resilience of the human spirit.",2024-06-18,https://www.amazon.com/dp/B0CZ7S66CK,,292987.0,7.8,139,1.2602,Irene Taylor,"Céline Dion, Nelson Angélil, Eddy Angélil",6 nominations total,7639.0,7.7,7.6,10.0,PG,"['Documentary', 'Biography', 'Music']"
Murder Mubarak,मर्डर मुबारक,tt27028399,142,hi,['IN'],"When a gym trainer is murdered at an elite Delhi club, a wily investigator unravels the sordid secrets of its ultrarich members to find the killer.",2024-03-15,https://www.netflix.com/title/81572875,,,6.3,43,2.3054,Homi Adajania,"Pankaj Tripathi, Sara Ali Khan, Vijay Varma",2 wins & 5 nominations total,50865.0,5.8,,6.3,TV-MA,"['Comedy', 'Mystery', 'Romance']"
The Antisocial Network: Memes to Mayhem,The Antisocial Network: Memes to Mayhem,tt31189868,86,en,['US'],"From Rickrolling to viral conspiracy theories, explore how an anonymous website evolved into a hub for real-world chaos in this documentary.",2024-03-10,https://www.netflix.com/title/81456528,,,6.4,38,0.6022,"Giorgio Angelini, Arthur Jones","Fuxnet, Amanda, Aubrey Cottle",1 nomination,2324.0,6.3,,9.4,TV-MA,['Documentary']
Trust,Confidenza,tt16227830,136,it,['IT'],"Pietro is a revered teacher, Teresa his brilliant and precocious student. Their affair is both illicit and tempestuous. After one fight, Teresa suggests that each tell the other a secret, one so shameful or shocking that were it to be made public, it would destroy that person’s life. Time passes, Pietro’s stature as a writer grows and his family settles into the comfort of a bourgeois life. But he is haunted by the possibility that Teresa may one day reappear and tear apart his world with the secret she knows.",2024-04-24,,,,6.5,122,0.76,Daniele Luchetti,"Elio Germano, Pilar Fogliati, Vittoria Puccini",3 wins & 5 nominations,691.0,6.6,,,,['Drama']
What Jennifer Did,What Jennifer Did,tt31747163,87,en,['GB'],"When Jennifer Pan calls 911 to report that her parents have been shot, she becomes the primary focus of a captivating criminal case.",2024-04-09,https://www.netflix.com/title/81586385,,,6.274,124,0.7858,Jenny Popplewell,"Fernando Baldassini, Samantha Chang, Alan Cooke",,10930.0,6.1,,5.5,TV-14,"['Documentary', 'Crime']"
The Sleeping Woman,La mujer dormida,tt22506854,110,es,['ES'],"Ana, a nursing assistant, begins to feel attracted to Agustín, the husband of the woman in a vegetative state that she has been hired to take care of. Soon she begins to be harassed by strange paranormal phenomena that seem to try to throw her out of the house and separate her from Agustín.",2024-05-31,,,,6.3,24,0.9075,Laura Alvea,"Almudena Amor, Alicia Lobo, Emy Cazorla",5 nominations total,540.0,5.2,,,,"['Drama', 'Fantasy', 'Thriller']"
Mysteries of the Terracotta Warriors,Mysteries of the Terracotta Warriors,tt32451344,78,en,['GB'],"Thousands of terracotta warriors guarded the first Chinese emperor's tomb. This is their story, told through archeological evidence and reenactments.",2024-06-11,https://www.netflix.com/title/81457004,,,6.851,37,1.0735,James Tovell,,,1393.0,6.7,,,TV-14,"['Documentary', 'History']"
Sicilian Letters,Iddu - L'ultimo padrino,tt28297850,122,it,"['FR', 'IT']","Loosely based on real events that took place during Matteo Messina Denaro's thirty years on the run. A disgraced politician is gifted a second chance when secret services involve him in an operation to root out an elusive Mafia boss. Using his personal connection as the Boss' godfather, his task is to get him to reveal his hiding place in their secret letters.",2024-10-10,,,,6.3,65,0.8779,"Fabio Grassadonia, Antonio Piazza","Toni Servillo, Elio Germano, Daniela Marra",5 wins & 1 nomination,356.0,6.2,,,,"['Crime', 'Drama']"
Kill Me If You Dare,"Zabij mnie, kochanie",tt30959158,94,pl,['PL'],A winning lottery ticket has grave consequences for a married couple when they start hatching plans to kill each other for the prize money.,2024-02-13,https://www.netflix.com/title/81569829,,,5.4,92,1.0063,Filip Zylber,"Weronika Ksiazkiewicz, Mateusz Banasiuk, Agnieszka Wiedlocha",,1273.0,4.6,,,,"['Comedy', 'Romance']"
14 Days to Feel Better,14 Jours pour aller mieux,tt29007338,94,fr,['FR'],"Maxime, an ambitious and Cartesian executive, thinks only of his career and his future marriage to Nafège, the daughter of his boss. On the verge of burnout, alone in not realizing it, he finds himself embarked by his future stepfather Romain in the middle of his worst nightmare... A well-being course supervised by Clara and Luc, a couple of ""clairvoyants"", with trainees more lunar than each other. 14 days to get better, during which his principles and prejudices will be subjected to the zenitude and benevolence regime!",2024-03-06,,,,5.316,49,0.7459,Edouard Pluvieux,"Maxime Gasteuil, Zabou Breitman, Romain Lancry",,150.0,,,,,['Comedy']
Beautiful Rebel,Sei nell'anima,tt28690443,114,it,['IT'],"The origin story of one of Italy's greatest rock stars, Gianna Nannini, who chased her dream despite obstacles from her family and the music industry.",2024-05-02,https://www.netflix.com/title/81705944,,,6.8,82,0.8652,Cinzia TH Torrini,"Noemi Brando, Selene Caramazza, Alessandro Cucca",4 wins total,914.0,6.3,,4.3,TV-MA,"['Biography', 'Drama', 'Music']"
Niki,Niki,tt26656556,98,fr,['FR'],"French-American artist Niki de Saint-Phalle, from the age of 23, is a model and an aspiring actor who is married and has a two year old daughter. Together, they flee the U.S. during the oppressive McCarthy era and come to France, where they experience a short-lived euphoria. Soon, distant and frightening memories begin to emerge in Niki’s mind. Her vocation as an artist will be her salvation.",2024-10-09,,,,6.5,29,0.8995,Céline Sallette,"Charlotte Le Bon, John Robinson, Damien Bonnard",2 nominations,148.0,,,2.9,,['Biography']
Beacon,Beacon,tt32151206,96,en,['US'],"After an ambitious solo trip leaves her shipwrecked on a remote island, a young sailor is rescued by its lone inhabitant: a lighthouse keeper. As the walls of reality begin to vanish and the trust between them unravels, survival becomes a test of grueling proportions.",2024-06-08,,,,6.8,28,0.9914,Roxy Shih,"Demián Bichir, Julia Goldani Telles",,,,,10.0,,['Thriller']
The After,The After,tt28532006,18,en,['GB'],"After losing a family member to a violent crime, a shattered rideshare driver picks up a passenger that forces him to confront his grief.",2024-02-16,https://www.netflix.com/title/81460836,,,5.6,76,0.7816,Misan Harriman,"David Oyelowo, Jessica Plummer, Amelie Dokubo",Nominated for 1 Oscar. 2 wins & 2 nominations total,7955.0,6.2,,,TV-MA,"['Short', 'Drama']"
Traces of Love,Evidências do Amor,tt30982333,105,pt,['BR'],"On a random night, Marco and Laura meet at a karaoke bar and sing the song ""Evidências"" together. Since then, they fell in love and formed a couple that seemed perfect, until the moment they said “yes”. Without understanding what happened, now, every time this song plays, Marco will travel through his memories with Laura.",2024-04-11,https://www.evidenciasdoamor.com.br/,,,7.4,65,0.8269,"Pedro Antonio, Zaga Martelletto","Fábio Porchat, Sandy, José Augusto",1 win,855.0,6.5,,,,"['Comedy', 'Drama', 'Fantasy']"
The Balconettes,Les femmes au balcon,tt27721737,105,fr,['FR'],"As a heat wave brings a Marseille neighbourhood to the boil, three roommates gleefully meddle in the lives of their neighbours from their balcony. Until a late night drink turns into a bloody affair.",2024-11-15,,,,6.8,38,0.9632,Noémie Merlant,"Souheila Yacoub, Sanda Codreanu, Noémie Merlant",1 nomination total,610.0,6.3,6.6,6.9,,"['Comedy', 'Fantasy', 'Horror']"
The Diary,El diario,tt28576307,82,es,['MX'],"Olga discovers the unfinished diary of a notorious killer and becomes captivated by its dark secrets. As she delves deeper, she uncovers a mysterious connection between them, putting her life—and the lives of those around her—in grave danger.",2024-10-04,,,,6.1,57,0.792,"Emma Bertrán, Alba Gil","Irene Azuela, Mauricio Ochmann, Isabella Arroyo",,676.0,4.9,,,,['Thriller']
BRATS,BRATS,tt15823728,92,en,['US'],"In the 1980s, Andrew McCarthy was part of a young generation of actors who were set to take over Hollywood after a string of successful teen movies. However, when the New York magazine cover story in 1985 dubs them the Brat Pack, stars in the making suddenly find themselves losing control over the trajectory of their careers. Now, almost forty years later, McCarthy looks to reconnect with peers and co-stars so that together they can reflect on their respective legacies.",2024-06-07,https://www.hulu.com/movie/brats-3c92789a-4a02-418b-b896-28f9799be387,,,5.967,45,0.8369,Andrew McCarthy,"Andrew McCarthy, Emilio Estevez, Ally Sheedy",1 nomination total,6585.0,6.5,6.8,8.4,,['Documentary']
Frida,Frida,tt30319555,87,en,['US'],"An intimately raw and magical journey through the life, mind, and heart of iconic artist Frida Kahlo. Told through her own words for the very first time — drawn from her diary, revealing letters, essays, and print interviews — and brought vividly to life by lyrical animation inspired by her unforgettable artwork.",2024-03-08,https://www.amazon.com/dp/B0CV28YT95,,,6.8,35,0.8585,Carla Gutierrez,"Pablo Alarson, Jeanne Albanese, Tizoc Arroyo",2 wins & 15 nominations total,1330.0,7.5,7.5,8.9,R,"['Documentary', 'Animation']"
The Price of Nonna's Inheritance,Ricchi a tutti i costi,tt30494321,90,it,['IT'],"When a grandmother falls for a cheeky suitor with dubious intentions, her family devises a secret plan to protect her life — and their inheritance.",2024-06-04,,,,5.6,88,0.7792,Giovanni Bognetti,"Christian De Sica, Angela Finocchiaro, Dharma Mangia Woods",,1057.0,5.3,,,TV-MA,['Comedy']
Jailbreak: Love on the Run,Jailbreak: Love on the Run,tt33058713,89,en,['US'],An Alabama corrections officer falls in love with a man awaiting trial for murder and risks it all to help him escape.,2024-09-24,https://www.netflix.com/title/81654970,,,6.7,27,0.9196,Dan Abrams,"Joy Behar, Mike Blakely, Joyce Brawley",,2564.0,6.4,,,TV-MA,"['Documentary', 'Crime']"
Férias Trocadas,Férias Trocadas,tt18563278,0,pt,['BR'],"José Eduardo, known as Zé, owns a small football school and wins a trip with his wife and blogger daughter to Cartagena in a raffle. José Eduardo, known as Edu, is a successful businessman who is going on vacation with his wife and son. The confusion begins when, by mistake, Zé stays at Edu's luxury hotel, which, in turn, ends up at Zé's simple inn. This exchange provides experiences that the two families were not used to, but which ends up uniting them even more.",2024-05-02,,,,6.8,32,0.899,"Bruno Barreto, Maximillian Morgenstern","Edmilson Filho, Carol Castro, Aline Campos",,144.0,,,,,['Comedy']
Rest in Peace,Descansar en paz,tt28769440,105,es,['AR'],A debt-ridden father takes advantage of an unforeseen situation to disappear and live off the grid under a false identity. But a chance event occurs and the temptation to want to know his family resurfaces.,2024-03-21,https://www.netflix.com/watch/81564866,,,6.0,52,2.4694,Sebastián Borensztein,"Joaquín Furriel, Griselda Siciliani, Gabriel Goity",2 wins & 1 nomination,2154.0,5.8,,8.8,TV-MA,"['Drama', 'Thriller']"
Caracas,Caracas,tt17495990,0,it,['IT'],"A well-known Neapolitan writer returns to his hometown after a long absence and encounters an old friend known as Caracas. Caracas, once a neo-fascist skinhead, is now converting to Islam.",2024-02-29,,,,6.0,62,0.8197,Marco D'Amore,"Toni Servillo, Marco D'Amore, Giulia Fraschetti",2 wins,329.0,5.6,,,,['Drama']
